temporada_alta,atraso_15,periodo_dia
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,tarde
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,True,noche
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,noche
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,noche
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,mañana
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,noche
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,tarde
False,False,tarde
False,True,tarde
False,False,noche
False,False,tarde
False,True,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,tarde
False,True,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,True,noche
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,True,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,mañana
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,tarde
False,False,tarde
False,False,tarde
False,False,tarde
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,False,noche
False,True,noche
False,False,noche
False,False,tarde
False,False,tarde
False,False,tarde
False,False,noche
False,False,mañana
False,False,mañana
False,False,mañana
